ADRESSE,COORDONNEE_SPATIALE_X,COORDONNEE_SPATIALE_Y,ELEVATION_TERRAIN,ID_BI,ID_POINT,JURIDICTION,PRECISION_DATE_INSTALL,PROPRIETAIRE,PROVENANCE_DONNEE,LATITUDE,LONGITUDE
10860 boulevard Gouin Est,301161.669,5058979.522,10.226,5005907,5064089,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.670703806793526,-73.5466988752247
4842-4854 rue De Chambly,299702.124,5045867.344,47.172,5006882,5081183,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.55270781077336,-73.56529392242382
4241-4249 rue de Bellechasse,298935.146,5046971.194,63.017,5007179,5084760,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.56263505655944,-73.57513060172171
6590 boulevard Saint-Michel,297902.006,5046185.279,61.421,5006762,5079343,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.55555389859819,-73.58835420647496
5478-5480 15e avenue,299080.908,5046056.83,53.493,5006905,5081206,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.55440828167552,-73.57325242006486
2005 55e avenue,287065.259999998,5035850.21199906,32.847,10008436,12238818,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.46236337933517,-73.72678237607178
11930 boulevard Rodolphe-Forget,299133.495999999,5055978.68799906,37.43,10008828,12261503,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.64368808841979,-73.5726948975433
5200 boulevard Henri-Bourassa Est,294809.852,5051541.776,22.634,10008831,12261779,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.60371555106969,-73.62807003955325
7100 avenue Somerled,293568.2,5035660.81,54.277,10008900,12265067,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46079394622674,-73.64362211792731
455 avenue Racine,286294.868,5034210.86,26.388,10008443,12238878,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.44759152574764,-73.73657143744704
18702 rue Poitiers,274034.025,5034418.453,36.822,530,2458,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.449027161089575,-73.89332457021634
36 rue des Sittelles,300675.12,5035469.746,15.729,4,8,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.45915272277184,-73.5527449436038
6 rue des Tourterelles,300763.851,5035478.541,16.513,5,10,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.459232370004585,-73.55161046978644
12 rue des Mésanges,300663.333,5035633.412,15.005,10,24,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46062530756109,-73.55289717553525
310 chemin du Club-Marin,300498.872,5035498.257,18.777,48,119,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.45940826566404,-73.5549987688498
7175 boulevard LaSalle,298380.191,5033175.533,19.303,65,154,LOCALE,INCONNU,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43849070455045,-73.58205936346577
1301 avenue Dawson,284864.664,5033594.201,24.334,10008417,12238731,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.44200300047057,-73.75483031057603
5255 rue Ferrier,292538.195,5039837.35,49.285,20002170,20019849,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49835899383062,-73.65689706346741
6514-6516 rue Saint-Hubert,296715.382,5044045.361,62.409,20002177,20019967,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53628530024682,-73.60351771967716
1086 rue Bellevue,276231.438,5041247.133,36.882,10008467,12239191,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51056720665581,-73.86562961632326
2706-2708 avenue De Soissons,295178.069,5040814.73299906,98.083,10008423,12238747,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50719491131888,-73.62313790895314
6970-6972 1re avenue,297179.055,5045973.917,53.533,5006799,5079380,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.55364441258079,-73.59761087779698
7260 20e avenue,297462.341,5047279.66,48.25,5007140,5084194,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.56539688361627,-73.59400209016384
4467-4469 rue Saint-Zotique Est,298535.231,5047546.401,53.066,5007185,5084766,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5678075778968,-73.5802610489712
5500-5508 boulevard Saint-Michel,298951.776,5045722.827,54.6,5006913,5081214,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5514016557085,-73.57490234510419
3463 rue Bélair,297501.481,5046678.08,52.2,5006955,5081760,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.55998415237272,-73.59349167723005
57 rue De Brésoles,300472.85,5040620.224,19.8,10008902,12265880,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.505497928912405,-73.55537636455965
2200 rue Mansfield,298941.973,5040349.942,44.419,10008903,12265889,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.503054842427176,-73.57496393039834
1450 rue Guy,298621.368,5039508.371,46.529,10008514,12240766,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.495479233552906,-73.57905591050611
4952 rue Vittorio-Fiorucci,287365.58,5041289.989,38.192,10009032,12269299,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51132004491137,-73.72313468136676
1183-1187 rue Saint-Mathieu,298732.494,5039229.809,45.203,10008600,12243305,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.492973573830575,-73.57763064110956
2255 rue Stanislas,289204.663,5042685.003,30.406,10008155,12236400,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52391643192731,-73.699642013548
318-320 avenue Desmarchais,299327.258,5034961.316,15.747,66,156,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.45456868890308,-73.56997328867807
285 53e avenue,287853.838,5033635.733,29.6,886,3516,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44245612723616,-73.716622171
455 32e avenue,289753.975,5033164.394,25.446,889,3529,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.43825840015808,-73.69231891911218
180 52e avenue,287989.84,5033469.22,28.92,896,3572,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.44096103944601,-73.71487801918958
238 34e avenue,289608.03,5032869.5,24.07,954,3788,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.43560163725214,-73.69417515610634
756 44e avenue,288729.09,5033876.52,36.9,956,3798,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.44464348048288,-73.70544183590451
7503 avenue Thames,300420.206,5052101.764,45.792,20002427,20022512,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.60881221653504,-73.55615282860862
10238-10240 avenue Millen,292242.568,5046090.149,32.787,20002430,20022538,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.554618703693095,-73.66084030751
3661 rue University,298525.082,5040942.089,67.856,10008012,12233332,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.508379451952685,-73.58030664332883
2700 avenue Charlemagne,300690.278,5045844.154,32.138,10007912,12231846,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.55250563225529,-73.55263769615625
2551-2553 rue Beaubien Est,297679.147,5045534.16299906,62.584,10007915,12231864,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54969259170402,-73.59119933442611
4864 rue de Bellechasse,299390.512,5047653.208,47.163,5007285,5086184,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.568775727129605,-73.56930511537777
6290-6292 36e avenue,299286.872,5047763.356,50.154,5007286,5086185,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.56976606443814,-73.57063414126523
3556-3560 rue Michel-Ange,297164.763,5046993.023,48.6,5007147,5084201,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5628144873455,-73.59780981981594
5143 rue Bélanger,298653.091,5048392.598,46.163,5007332,5086344,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57542291540496,-73.57876175114889
12550 boulevard Gouin Est,302999.101,5061280.609,10.292,5005999,5065329,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.691416522711656,-73.52312463135668
1015 rue Sherbrooke Ouest,298840.58,5040265.321,45.887,10008606,12243590,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50229250963754,-73.57626038961799
241 route Castle,277137.727,5033420.673,44.016,10008642,12244208,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BEACONSFIELD,RELEVE TERRAIN INTERNE,45.44017838294239,-73.85359037452987
1791 avenue Cardinal,283801.706,5034483.348,27.536,10008139,12236102,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,DORVAL,RELEVE TERRAIN INTERNE,45.449972627444325,-73.76845580199651
3350 rue Fairway,289133.47,5034959.67,40.26,857,3452,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.45439942948417,-73.70030711567729
225 56e avenue,287604.403,5033635.829,27.808,867,3477,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44245086149111,-73.71981057887915
75 51e avenue,288125.26,5033123.48,23.76,880,3504,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.4378531568537,-73.7131353412032
18018 rue Charles-Munro,274927.916,5034990.279,39.289,984,3888,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.45421141161858,-73.88193187041159
3015 rue Louis-A.-Amos,288906.95,5036080.58,39.99,849,3427,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46448077835208,-73.70323943149926
355 51e avenue,288047.211,5033550.561,29.445,900,3583,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44169437042196,-73.71414744072523
621-629 rue Jarry Ouest,294185.519,5043506.771,52.567,10008062,12234560,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53140481753146,-73.63589853676454
4038-4042 avenue Pierre-De Coubertin,300751.284,5045880.515,28.869,20002685,20026408,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5528331751991,-73.55185662304771
4680 avenue Trenholme,293330.679,5035178.167,51.885,10008186,12236850,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.45644706187628,-73.64664814953595
715 rue Jarry Ouest,294145.139,5043397.22,52.245,10008065,12234576,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53041841765612,-73.6364131369466
7059-7063 rue Garnier,296435.891,5045070.89,58.96,5006581,5076718,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.54551015598452,-73.60711401121415
6344-6348 rue de Bordeaux,297488.409,5044919.564,64.162,5007387,5087465,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54416022559327,-73.59363290400486
4571-4585 boulevard Saint-Michel,299672.911,5045451.28,47.921,5006648,5078201,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54896365973508,-73.56566368798767
6590 avenue Durocher,295697.984,5042966.643,60.588,5006023,5066412,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.52656601693024,-73.61652442471288
6512-6522 avenue du Parc,295951.013,5043014.848,63.064,5006024,5066413,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.52700301837682,-73.61328605167432
245 47e avenue,288481.721,5033354.605,28.13,10008780,12260098,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43994132133586,-73.7085867424094
15821 rue du Bord-de-l'Eau,275835.153,5038132.981,27.129,10008908,12265899,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4825287229227,-73.87051776154915
1985-1989 rue Liébert,303630.925,5050419.727,15.08,10008991,12268629,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.59368964393595,-73.51498578627212
91 boulevard Hymus,281056.849,5036704.691,38.145,10008995,12268671,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,POINTE-CLAIRE,RELEVE TERRAIN INTERNE,45.469873388558376,-73.80365448158882
10350-10354 boulevard Saint-Laurent,291854.768,5045429.312,26.252,10009041,12269574,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54866513206312,-73.66578990768335
695 rue Tait,290519.134,5040657.354,38.736,20004425,20048181,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50569918816858,-73.68275585552314
130 avenue Labrosse,279968.458,5037428.461,38.199,20001858,20016812,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,POINTE-CLAIRE,RELEVE TERRAIN INTERNE,45.47634828129198,-73.81761035549572
54-58 rue Prince-Arthur Est,299171.326,5041607.868,47.494,10009109,12270520,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51437584840728,-73.57204361475489
2240-2250 rue Modigliani,287815.304,5041190.2,36.064,10009110,12270560,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5104332006387,-73.71737552726103
9788-9790 rue Meunier,292272.471,5044760.859,31.462,20001805,20016311,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54265773569921,-73.66042342744392
6382-6384 rue Fiset,295809.014,5052798.943,31.446,20003891,20042081,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.61504149428293,-73.61528414141917
5265-5275 chemin de la Côte-Saint-Luc,295235.537,5037901.039,86.236,20002925,20028632,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.48097741412162,-73.62234564996352
151-157 rue Saint-Jacques,293392.882,5033936.779,21.73,20001908,20017357,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.445277433154935,-73.6458246956632
5333 rue Saint-Jacques,296952.631,5036741.611,22.431,20001910,20017376,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.47056590291368,-73.60036295201016
43 avenue de Mount Pleasant,282525.23,5034942.696,28.203,10009182,12273254,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,POINTE-CLAIRE,RELEVE TERRAIN INTERNE,45.45406654265227,-73.78479576557044
907-909 avenue Duluth Est,299056.452,5042610.874,47.228,10009305,12274337,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.523400304524415,-73.57352537433837
179-189 rue Sainte-Catherine Est,299895.7,5041324.318,26.994,10005847,12113836,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51182983621659,-73.56276916224913
101-105 boulevard Marcel-Laurin,291652.718,5040451.2,43.755,10005893,12114009,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50386649454726,-73.66824375941684
150 boulevard Marcel-Laurin,291497.905,5040364.696,41.508,10005896,12114018,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.503085142073786,-73.67022252477585
555 6e avenue,305316.293,5055254.003,14.169,10007326,12225323,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.63719052816288,-73.49337899856076
34 86e avenue,305950.967,5061346.289,10.686,10007329,12225339,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.69200914020747,-73.48522376813762
1445 avenue O'Brien,290228.038,5042206.685,28.559,10005620,12111573,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51963460987616,-73.68652729740717
1811 boulevard Hymus,283102.453,5038081.878,31.897,20004040,20043177,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.48233246159582,-73.77755391127302
2 avenue Brynmor,293729.024,5034581.88,45.198,20004041,20043180,LOCALE,DATE INSTALLATION PRECISE,MONTREAL-OUEST,RELEVE TERRAIN INTERNE,45.4510877366683,-73.64154200406439
7649-7655 rue Renée,295019.292999999,5033326.75899906,35.614,10009212,12273594,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43981278134814,-73.6250213690842
84 avenue Brock Nord,293350.976,5034979.758,51.895,20004052,20043355,LOCALE,DATE INSTALLATION PRECISE,MONTREAL-OUEST,RELEVE TERRAIN INTERNE,45.45466199706462,-73.64638420034447
115 avenue Cartier,279334.66,5032767.532,29.007,20001266,20008306,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,POINTE-CLAIRE,RELEVE TERRAIN INTERNE,45.4343846867118,-73.82547525249018
1082-1084 rue Jeanne-Mance,299901.092,5040635.184,22.016,20003867,20041894,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5056288230407,-73.5626931562798
4142 rue Saint-André,298946.372,5042667.279,47.68,10009307,12274342,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52390694759964,-73.57493517271061
4341-4343 rue Saint-André,298701.084,5042826.791,47.371,10009309,12274357,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52534023131073,-73.57807718483808
1000 avenue Outremont,295603.421,5042549.894,64.356,20002295,20020967,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52281466070378,-73.61772712217869
6688 boulevard de l' Assomption,299258.009,5048595.131,44.578,20002301,20021091,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57725043313828,-73.57101315862414
99 rue Beaubien Ouest,296141.035,5043299.641,63.345,20002570,20024130,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52956809596379,-73.61085849576932
8 avenue Morgan,268639.397,5031049.99,30.183,20001547,20013071,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,SENNEVILLE,RELEVE TERRAIN INTERNE,45.41845874717039,-73.9620415041623
8 60e avenue,305485.225,5059463.848,11.92,10007345,12225482,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.675071338483264,-73.49120630992098
4005-4055 avenue Bourret,294557.768999998,5039679.04199906,82.619,10006068,12115413,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49696676577471,-73.63105282399594
1010 rue Hermine,299904.74,5040393.02,17.269,10007730,12230007,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50344974049778,-73.56264407030685
9600 boulevard Henri-Bourassa Ouest,285096.646,5039610.29,34.634,10007879,12231623,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4961449128803,-73.7521057541949
9200-9300 route Transcanadienne,285717.793,5038953.66,38.38,5027103,5298821,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.4902536177752,-73.74413269341447
1095 rue Crevier,290214.631,5041459.897,32.469,5027139,5298857,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.51291444648096,-73.68667661193896
4400 rue Hickmore,289602.98,5037228.508,44.65,5027150,5298868,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.474825807147326,-73.69437400167241
4060-4150 rue Seré,288701.297,5038488.636,37.697,5027151,5298869,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.48614465757763,-73.70594779418693
5925-5929 route Transcanadienne,290669.948,5039502.636,41.687,5027046,5298764,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.495311638087664,-73.6807927224039
160-164 7e avenue,291471.03,5032716.313,26.232,10000820,10011027,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.434261233452496,-73.67035961013264
11600 boulevard Langelier,296065.823,5052711.369,33.163,20001766,20015898,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.61425675950724,-73.61198979479876
8351-8375 boulevard Newman,294643.479,5032542.521,36.262,20001812,20016369,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43275047686633,-73.62980908487728
3402-3404 rue Sherbrooke Est,300446.076,5045115.912,44.577,20001813,20016377,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54595122830061,-73.55575877018188
821-823 rue Tecumseh,280321.33,5037322.042,38.019,10009120,12271297,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,POINTE-CLAIRE,RELEVE TERRAIN INTERNE,45.4754031425218,-73.81309168929157
7716 18e avenue,296960.432,5047437.785,48.28,10009122,12271318,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5668142932623,-73.60043449342831
1100 rue De Condé,300250.32,5038347.641,16.057,20001883,20017194,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.485047143334896,-73.5582033627178
